City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
367,Saint-Ambroise,CA,48.55,-71.33,59.0,87,75,4.7,broken clouds
368,Usuki,JP,33.11,131.79,89.01,79,20,6.93,few clouds
369,Fushun,CN,41.86,123.92,73.4,100,90,8.95,light rain
370,Dunedin,NZ,-45.87,170.5,52.0,86,91,1.99,overcast clouds
371,Gravdal,NO,68.12,13.5,50.0,81,40,8.05,scattered clouds
372,Anloga,GH,5.79,0.9,73.4,94,20,8.05,few clouds
373,Coihaique,CL,-45.58,-72.07,33.8,95,80,4.7,broken clouds
374,Plettenberg Bay,ZA,-34.05,23.37,57.78,84,100,4.61,light rain
375,Ampanihy,MG,-24.7,44.75,64.18,72,0,6.82,clear sky
376,Dhidhdhoo,MV,6.88,73.1,83.84,69,67,7.74,broken clouds
377,Port-Cartier,CA,50.03,-66.87,53.01,100,40,3.36,scattered clouds
378,Salgueiro,BR,-8.07,-39.12,69.17,77,85,12.62,overcast clouds
379,The Pas,CA,53.83,-101.25,59.0,87,40,4.68,scattered clouds
380,Muisne,EC,0.6,-80.03,72.82,85,100,9.78,overcast clouds
381,Bilibino,RU,68.05,166.44,40.24,88,100,4.68,overcast clouds
382,Rudnichnyy,RU,59.62,52.47,58.44,90,99,4.68,overcast clouds
383,Christchurch,NZ,-43.53,172.63,59.0,71,100,9.17,overcast clouds
384,Fort Nelson,CA,58.81,-122.7,55.4,93,75,4.03,broken clouds
385,Maureni,RO,45.4,21.5,68.0,93,60,3.36,broken clouds
386,Margate,GB,51.38,1.39,59.0,83,92,1.99,overcast clouds
387,Sisimiut,GL,66.94,-53.67,44.1,88,53,4.38,broken clouds
388,Madhubani,IN,26.37,86.08,91.72,55,8,1.97,clear sky
389,Wajir,KE,1.75,40.06,75.2,73,75,4.7,broken clouds
390,Abu Samrah,SY,35.3,37.18,71.37,39,0,1.59,clear sky
391,Mwinilunga,ZM,-11.74,24.43,52.16,67,60,3.71,broken clouds
392,Koslan,RU,63.46,48.9,57.78,93,100,5.7,overcast clouds
393,Uinskoye,RU,56.88,56.58,58.15,85,47,3.22,scattered clouds
394,Dubbo,AU,-32.25,148.62,53.6,50,75,10.29,broken clouds
395,Ystad,SE,55.43,13.82,57.2,76,54,8.05,broken clouds
396,Meulaboh,ID,4.14,96.13,85.82,68,9,5.66,clear sky
397,Makushino,RU,55.21,67.24,57.58,75,19,8.01,few clouds
398,Carutapera,BR,-1.2,-46.02,75.94,90,16,5.64,few clouds
399,Itoman,JP,26.12,127.67,80.6,88,75,38.03,shower rain
400,Udachnyy,RU,66.42,112.4,59.0,38,0,6.71,clear sky
401,Luau,AO,-10.71,22.22,59.5,43,37,4.97,scattered clouds
402,Havre-Saint-Pierre,CA,50.23,-63.6,53.6,93,90,10.29,overcast clouds
403,Maningrida,AU,-12.07,134.27,87.46,33,0,12.39,clear sky
404,Barcelos,PT,41.54,-8.62,64.0,93,0,3.27,clear sky
405,Nioki,CD,-2.72,17.68,71.98,88,10,2.33,clear sky
406,Ranong,TH,9.97,98.63,89.6,66,40,3.36,scattered clouds
407,Bjornevatn,NO,69.67,29.98,55.4,93,75,16.11,broken clouds
408,Andenes,NO,69.31,16.12,50.0,87,75,4.7,light intensity drizzle
409,Neyshabur,IR,36.21,58.8,74.57,41,0,2.28,clear sky
410,Suntar,RU,62.14,117.63,62.56,38,0,7.07,clear sky
411,Vostok,RU,46.49,135.88,69.55,65,100,3.24,overcast clouds
412,Ryotsu,JP,38.08,138.43,84.2,74,0,8.05,clear sky
413,West Odessa,US,31.84,-102.5,84.2,28,1,13.87,clear sky
414,Gimbi,ET,9.17,35.83,55.13,100,100,2.01,light rain
415,Bassano Del Grappa,IT,45.77,11.74,63.0,93,38,5.66,scattered clouds
416,Ilo,PE,-17.64,-71.34,58.87,83,100,5.64,overcast clouds
417,Ixtapa,MX,20.7,-105.2,82.4,74,40,3.09,scattered clouds
418,Brae,GB,60.4,-1.35,48.2,76,89,10.29,overcast clouds
419,Kaeo,NZ,-35.1,173.78,57.0,3,63,5.99,light rain
420,Rochegda,RU,62.8,43.25,59.59,92,100,5.82,overcast clouds
421,Aleksandrov Gay,RU,50.15,48.57,64.65,58,0,8.84,clear sky
422,Trairi,BR,-3.28,-39.27,76.37,78,32,12.08,scattered clouds
423,Eureka,US,40.8,-124.16,57.0,100,2,2.06,clear sky
424,Gobabis,NA,-22.45,18.97,52.99,53,0,10.94,clear sky
425,Bambanglipuro,ID,-7.95,110.28,81.93,66,71,14.94,broken clouds
426,Viedma,AR,-40.81,-63.0,54.0,52,0,4.0,clear sky
427,Aquiraz,BR,-3.9,-38.39,78.8,69,75,12.75,broken clouds
428,Quatre Cocos,MU,-20.21,57.76,73.0,73,75,14.99,shower rain
429,Port Hardy,CA,50.7,-127.42,59.0,77,75,6.93,broken clouds
430,Waingapu,ID,-9.66,120.26,87.73,40,1,15.79,clear sky
431,Ivaipora,BR,-24.25,-51.68,51.69,87,0,10.33,clear sky
432,Anadyr,RU,64.75,177.48,55.4,76,75,8.95,shower rain
433,Nisia Floresta,BR,-6.09,-35.21,73.4,88,20,6.93,few clouds
434,Bougouni,ML,11.42,-7.48,71.44,92,99,5.75,overcast clouds
435,Deputatskiy,RU,69.3,139.9,36.03,83,99,6.71,overcast clouds
436,Ornskoldsvik,SE,63.29,18.72,48.2,81,100,8.05,light rain
437,Morros,BR,-9.45,-46.3,73.22,52,21,1.23,few clouds
438,Ayr,GB,55.46,-4.63,50.0,87,40,3.36,scattered clouds
439,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,72.23,80,100,3.8,overcast clouds
440,Alyangula,AU,-13.85,136.42,86.0,35,7,14.99,clear sky
441,Laem Sing,TH,12.48,102.07,87.8,70,20,8.05,few clouds
442,Sur,OM,22.57,59.53,80.76,74,64,11.01,broken clouds
443,Colombo,LK,6.93,79.85,87.8,66,40,8.05,scattered clouds
444,Cap-Aux-Meules,CA,47.38,-61.86,67.6,79,59,19.3,light rain
445,Mount Pleasant,US,32.79,-79.86,81.0,100,40,10.78,mist
446,Moba,CN,33.23,105.02,69.31,48,87,4.27,overcast clouds
447,The Valley,AI,18.22,-63.06,82.4,78,20,9.17,few clouds
448,Hit,IQ,33.64,42.83,82.8,21,0,12.37,clear sky
449,Joshimath,IN,30.57,79.57,75.76,50,18,5.1,few clouds
450,Tukrah,LY,32.53,20.58,76.55,82,0,7.56,clear sky
451,Eyl,SO,7.98,49.82,78.94,56,78,23.67,broken clouds
452,Rovaniemi,FI,66.5,25.72,48.2,93,13,6.93,few clouds
453,Waipawa,NZ,-41.41,175.52,57.2,71,28,19.46,scattered clouds
454,Dongying,CN,37.46,118.49,86.94,70,99,11.7,light rain
455,Pervomayskoye,RU,43.92,46.71,70.02,43,68,5.1,broken clouds
456,Saint-Augustin,CA,51.23,-58.65,54.09,81,50,8.39,scattered clouds
457,Sapucai,PY,-25.67,-56.92,64.06,74,73,9.62,broken clouds
458,Vestmanna,FO,62.16,-7.17,44.6,100,94,7.07,overcast clouds
459,Svetlogorsk,BY,52.63,29.73,62.91,97,100,4.03,overcast clouds
460,Karratha,AU,-20.74,116.85,90.37,16,1,6.69,clear sky
461,Rozhyshche,UA,50.92,25.27,62.01,98,94,4.5,overcast clouds
462,Onguday,RU,50.75,86.15,64.0,47,85,3.56,overcast clouds
463,Rondonopolis,BR,-16.47,-54.64,70.09,60,0,1.1,clear sky
464,Toora-Khem,RU,52.47,96.11,69.58,40,51,0.2,broken clouds
465,Zhicheng,CN,30.3,111.5,91.0,58,40,3.0,light rain
466,Mahebourg,MU,-20.41,57.7,71.6,73,75,14.99,shower rain
467,Tezu,IN,27.92,96.17,90.55,56,67,2.59,light rain
468,Carnarvon,AU,-24.87,113.63,69.8,60,0,18.34,clear sky
469,Truro,GB,50.27,-5.05,60.8,93,100,14.99,light rain
470,Grand Gaube,MU,-20.01,57.66,73.0,71,54,11.99,broken clouds
471,Manadhoo,MV,5.77,73.38,84.04,66,47,5.46,scattered clouds
472,Pflugerville,US,30.44,-97.62,84.0,57,75,3.42,broken clouds
473,Vicuna,CL,-30.03,-70.71,41.0,84,64,2.77,broken clouds
474,Sturgis,US,41.8,-85.42,70.0,83,1,6.76,clear sky
475,Pozo Colorado,PY,-23.49,-58.8,60.44,80,0,6.89,clear sky
476,Lyngseidet,NO,69.58,20.22,51.8,87,75,20.8,light intensity shower rain
477,Coos Bay,US,43.37,-124.22,62.01,93,1,14.99,clear sky
478,Soe,ID,-9.86,124.28,82.74,33,14,12.82,few clouds
479,Hami,CN,42.8,93.45,87.55,18,17,3.13,few clouds
480,Nanga Eboko,CM,4.68,12.37,67.35,98,100,4.36,moderate rain
481,Monticello,US,45.31,-93.79,73.99,78,1,5.39,clear sky
482,San Rafael,AR,-34.62,-68.33,51.94,38,0,2.86,clear sky
483,Ambon,ID,-3.7,128.18,82.4,74,40,9.17,scattered clouds
484,Cuiluan,CN,47.72,128.65,68.65,79,100,2.01,light rain
485,Neiafu,TO,-18.65,-173.98,78.8,78,20,11.41,few clouds
486,Libreville,GA,0.39,9.45,75.2,94,75,11.41,light intensity drizzle
487,Potsdam,DE,52.4,13.07,59.0,87,1,6.17,clear sky
488,Mangrol,IN,21.12,70.12,83.05,82,100,21.54,moderate rain
489,Puerto Madryn,AR,-42.77,-65.04,52.95,48,99,3.67,overcast clouds
490,Baykit,RU,61.67,96.37,66.94,58,12,4.61,light rain
491,Asuncion Nochixtlan,MX,17.47,-97.23,57.51,92,67,4.43,broken clouds
492,Mookane,BW,-23.69,26.66,50.5,50,0,1.68,clear sky
493,Rosarito,MX,32.33,-117.03,78.01,83,5,6.93,clear sky
494,Alfreton,GB,53.1,-1.39,55.0,87,20,9.17,few clouds
495,Tagusao,PH,9.19,117.81,87.22,62,98,3.44,overcast clouds
496,Usolye,RU,59.43,56.68,56.98,78,89,1.83,overcast clouds
497,Bismil,TR,37.85,40.67,68.0,55,0,5.82,clear sky
498,Mogadishu,SO,2.04,45.34,76.26,79,23,14.36,few clouds
499,Clarence Town,AU,-32.58,151.78,63.0,36,0,13.87,clear sky
500,Nautla,MX,20.22,-96.78,77.41,85,1,6.49,clear sky
501,Florianopolis,BR,-27.61,-48.5,62.01,100,40,2.24,scattered clouds
502,Cienfuegos,CU,22.15,-80.44,80.6,88,100,5.82,overcast clouds
503,Nouadhibou,MR,20.93,-17.03,75.2,73,36,11.41,scattered clouds
504,Borba,BR,-4.39,-59.59,74.79,59,0,2.3,clear sky
505,Acarau,BR,-2.89,-40.12,76.26,82,50,14.38,scattered clouds
506,Williamsport,US,41.24,-77.0,75.2,73,1,4.7,clear sky
507,Prince Rupert,CA,54.32,-130.32,55.4,93,90,5.82,light rain
508,Kasongo-Lunda,CD,-6.47,16.82,70.54,86,76,1.05,broken clouds
509,Tra Vinh,VN,9.93,106.35,90.0,58,96,6.51,overcast clouds
510,Miami,US,25.77,-80.19,86.0,74,75,16.11,broken clouds
511,Faanui,PF,-16.48,-151.75,77.22,80,14,20.85,few clouds
512,Namwala,ZM,-15.75,26.44,50.95,80,5,4.38,clear sky
513,Umm Kaddadah,SD,13.6,26.69,78.75,61,100,3.96,light rain
514,Hailar,CN,49.2,119.7,74.07,54,22,8.88,few clouds
515,Kiunga,PG,-6.12,141.29,85.08,65,60,3.8,light rain
516,Pervomaysk,UA,48.04,30.85,63.68,64,0,5.39,clear sky
517,Filadelfia,US,39.95,-75.16,73.4,94,75,4.7,broken clouds
518,Mastic Beach,US,40.77,-72.85,75.2,88,90,5.82,overcast clouds
519,Swift Current,CA,50.28,-107.8,64.4,42,1,10.29,clear sky
520,Pathein,MM,16.78,94.73,85.77,73,100,11.18,light rain
521,Astana,KZ,51.18,71.45,60.8,77,81,6.71,broken clouds
522,La Rioja,ES,42.25,-2.5,57.2,87,0,4.7,clear sky
523,Tazovskiy,RU,67.47,78.7,51.89,96,100,8.75,light rain
524,Acapulco,MX,16.86,-99.89,79.56,81,64,5.64,moderate rain
525,Nuuk,GL,64.18,-51.72,37.4,100,88,3.36,dust
526,Beyneu,KZ,45.32,55.2,68.9,46,100,7.63,overcast clouds
527,Hammerfest,NO,70.66,23.68,50.0,100,75,27.51,light intensity drizzle
528,Veraval,IN,20.9,70.37,83.14,82,100,21.59,light rain
529,Upington,ZA,-28.45,21.26,53.6,58,0,3.36,clear sky
530,Zelenogorskiy,RU,55.03,87.0,62.6,77,67,6.71,light rain
531,Xai-Xai,MZ,-25.05,33.64,60.75,80,0,10.83,clear sky
532,Aspros,GR,40.9,22.63,75.0,65,0,3.85,clear sky
533,Puerto Baquerizo Moreno,EC,-0.9,-89.6,64.83,86,50,12.24,scattered clouds
534,Fare,PF,-16.7,-151.02,77.95,79,11,20.27,few clouds
535,Chamrajnagar,IN,11.92,76.95,78.8,74,40,6.93,scattered clouds
536,Ballina,AU,-28.87,153.57,68.0,34,0,12.75,clear sky
537,Holetown,BB,13.19,-59.64,77.0,88,75,6.93,broken clouds
538,Tessalit,ML,20.2,1.01,86.11,47,100,9.48,overcast clouds
539,Peniche,PT,39.36,-9.38,68.0,93,53,5.01,broken clouds
540,Pangody,RU,65.85,74.49,54.1,85,100,11.1,light rain
541,Labuan,MY,5.28,115.24,87.8,74,20,4.7,few clouds
542,Kurumkan,RU,54.3,110.3,58.23,83,100,2.15,light rain
543,Hasaki,JP,35.73,140.83,91.99,70,40,13.87,scattered clouds
544,Okhotsk,RU,59.38,143.3,55.92,58,94,8.46,overcast clouds
545,Kohima,IN,25.67,94.12,87.8,66,75,4.7,haze
546,Konotop,UA,51.24,33.2,60.53,56,0,10.25,clear sky
547,Clearwater,US,27.97,-82.8,82.99,88,1,6.93,light rain
548,Nemuro,JP,43.32,145.57,69.8,83,75,8.05,broken clouds
549,Dauphin,CA,51.15,-100.05,60.8,77,1,6.93,clear sky
550,Barabai,ID,-2.58,115.38,94.73,37,0,1.39,clear sky
551,Usak,TR,38.5,29.42,57.2,67,0,6.31,clear sky
552,Cosala,MX,24.41,-106.69,84.0,88,8,3.0,light rain
553,San Ramon,US,37.78,-121.98,77.0,57,90,3.36,haze
554,Khash,IR,28.22,61.22,79.88,59,4,5.44,clear sky
555,Aldama,MX,22.92,-98.07,79.0,92,8,1.99,light rain
556,Severnyy,RU,50.68,36.55,60.8,77,0,2.24,clear sky
557,Strezhevoy,RU,60.73,77.59,55.4,93,75,6.71,broken clouds
558,Fuerte Olimpo,PY,-21.04,-57.87,65.52,72,0,5.64,clear sky
559,Khislavichi,RU,54.19,32.16,60.03,98,100,5.91,overcast clouds
560,Norwich,GB,52.63,1.3,54.0,87,26,8.05,scattered clouds
561,Ibra,OM,22.69,58.53,81.39,65,78,4.9,broken clouds
562,Iroquois Falls,CA,48.77,-80.68,57.2,93,40,3.83,scattered clouds
563,Coari,BR,-4.08,-63.14,74.07,56,0,1.54,clear sky
564,Baijiantan,CN,45.63,85.18,85.32,20,59,2.3,broken clouds
565,Weihai,CN,37.5,122.11,86.0,81,47,18.7,scattered clouds
566,Manono,CD,-7.3,27.42,75.52,43,84,1.45,broken clouds
567,Beaufort,MY,5.35,115.75,87.8,74,20,4.7,few clouds
568,Khandyga,RU,62.67,135.6,57.56,37,100,3.0,overcast clouds
569,Kommunar,RU,59.62,30.39,60.01,87,43,4.47,scattered clouds
570,Boende,CD,-0.22,20.87,69.76,94,100,1.39,overcast clouds
571,Lima,PE,-12.04,-77.03,62.6,67,90,10.29,overcast clouds
572,Coquimbo,CL,-29.95,-71.34,53.6,62,93,2.24,overcast clouds
573,Paranaiba,BR,-19.68,-51.19,64.4,51,7,6.13,clear sky
574,Samarinda,ID,-0.5,117.15,88.97,62,4,2.28,moderate rain
575,Tancheng,CN,27.44,115.5,95.13,50,0,5.68,clear sky
576,Pervomayskiy,RU,53.25,40.29,60.46,70,84,6.4,broken clouds
577,North Branch,US,45.51,-92.98,71.01,99,0,1.01,clear sky
578,Chara,RU,56.91,118.26,61.92,59,99,3.87,light rain
579,Aseri,EE,59.45,26.87,59.32,89,4,14.43,clear sky
580,Sambava,MG,-14.27,50.17,69.85,76,32,10.65,scattered clouds
581,Vogan,TG,6.33,1.53,73.4,94,20,8.05,few clouds
582,Romanovskaya,RU,47.54,42.03,66.27,49,0,3.89,clear sky
583,Tateyama,JP,34.98,139.87,93.0,66,20,11.41,few clouds
584,Dedovichi,RU,57.55,29.95,56.03,95,100,7.14,overcast clouds
585,Yulara,AU,-25.24,130.99,87.8,12,0,13.87,clear sky
586,Anticala,PH,9.0,125.65,88.18,63,84,4.29,light rain
587,Dryden,CA,49.78,-92.75,66.2,93,40,6.93,scattered clouds
588,Dukat,RU,62.55,155.55,34.02,93,100,5.26,overcast clouds
589,Grand-Santi,GF,4.25,-54.38,71.38,97,71,0.98,light rain
590,Kokopo,PG,-4.35,152.26,75.72,89,100,5.79,light rain
591,Maniitsoq,GL,65.42,-52.9,43.9,88,100,3.62,overcast clouds
592,Nizip,TR,37.01,37.79,68.0,42,0,8.66,clear sky
593,Bilma,NE,18.69,12.92,88.88,41,70,10.47,broken clouds
594,Kabalo,CD,-6.05,26.92,73.83,71,90,2.68,light rain
595,Billings,US,45.78,-108.5,78.8,29,20,6.93,few clouds
596,Novyy Urengoy,RU,66.08,76.63,54.27,92,100,12.77,moderate rain
597,Lodingen,NO,68.41,16.0,51.01,87,97,19.46,light rain
598,Antofagasta,CL,-23.65,-70.4,57.2,76,90,1.12,overcast clouds
599,Kanniyakumari,IN,8.08,77.57,83.5,71,78,12.82,broken clouds
600,Kaliganj,BD,23.41,89.14,86.65,74,0,7.43,clear sky
601,Derzhavinsk,KZ,51.1,66.32,61.54,66,100,5.82,overcast clouds
602,Butembo,CD,0.15,29.28,55.67,100,89,0.6,overcast clouds
603,Nova Odesa,UA,47.31,31.79,59.0,72,0,4.47,clear sky
604,Jumla,NP,29.27,82.18,73.67,53,74,3.67,broken clouds
605,Port-Gentil,GA,-0.72,8.78,74.79,79,100,12.06,overcast clouds
606,Astara,AZ,38.5,48.67,64.4,100,75,9.17,light intensity drizzle
607,Berlevag,NO,70.86,29.09,55.4,82,75,11.41,broken clouds
608,Bonthe,SL,7.53,-12.51,76.03,90,100,9.62,moderate rain
609,Vanimo,PG,-2.67,141.3,78.28,86,98,7.99,light rain
610,Nioro,GM,13.35,-15.75,74.41,87,100,2.13,overcast clouds
611,Dawei,MM,14.08,98.2,84.94,71,45,6.31,scattered clouds
612,Wukari,NG,7.85,9.78,71.22,96,100,3.4,light rain
613,Stolin,BY,51.89,26.85,58.93,97,96,4.92,overcast clouds
614,Moose Factory,CA,51.26,-80.61,48.2,93,90,5.82,overcast clouds
615,Kibre Mengist,ET,5.88,38.98,59.31,90,100,2.1,overcast clouds
616,Ginda,IN,30.69,78.49,80.6,88,40,3.76,mist
617,Totton,GB,50.92,-1.49,57.99,89,96,8.34,overcast clouds
618,Itarema,BR,-2.92,-39.92,76.78,80,48,15.12,scattered clouds
619,Makakilo City,US,21.35,-158.09,87.01,54,1,5.82,clear sky
620,Durango,MX,24.83,-104.83,64.04,48,27,7.87,scattered clouds
621,Kirgiz-Miyaki,RU,53.63,54.8,58.42,77,0,2.53,clear sky
622,Takaka,NZ,-40.85,172.8,55.0,82,53,10.0,broken clouds
623,Bridlington,GB,54.08,-0.19,57.2,87,55,10.29,broken clouds
624,Kyzyl-Suu,KG,42.34,78.0,73.54,27,8,3.69,clear sky
625,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,66.25,48,99,7.63,overcast clouds
626,Mehamn,NO,71.04,27.85,55.4,82,75,11.41,broken clouds
627,Sayyan,YE,15.17,44.32,66.99,56,87,2.77,overcast clouds
628,Codrington,AU,-38.27,141.97,51.57,59,33,10.74,scattered clouds
629,Talcahuano,CL,-36.72,-73.12,51.8,87,100,9.17,light rain
630,Minden,DE,52.28,8.92,60.8,82,75,10.29,broken clouds
631,Goderich,CA,43.75,-81.72,78.01,72,0,1.99,clear sky
632,Tutoia,BR,-2.76,-42.27,78.98,78,56,14.7,broken clouds
633,Turukhansk,RU,65.82,87.98,63.52,65,97,11.72,overcast clouds
634,Pinega,RU,64.7,43.39,59.67,91,100,7.43,overcast clouds
635,Yumbe,UG,3.47,31.25,63.28,98,79,4.5,broken clouds
636,Moyale,KE,3.52,39.06,63.7,81,100,13.62,overcast clouds
637,Alanya,TR,36.54,32.0,66.2,68,0,4.7,clear sky
638,Kousseri,CM,12.08,15.03,75.2,94,20,5.82,few clouds
639,Thunder Bay,CA,48.4,-89.32,66.99,100,75,2.24,broken clouds
640,Zhoucheng,CN,35.91,116.31,89.01,1,90,1.01,light rain
641,Pangnirtung,CA,66.15,-65.71,45.16,80,100,2.24,overcast clouds
642,Malanje,AO,-9.54,16.34,60.26,95,45,4.14,scattered clouds
643,Banda Aceh,ID,5.56,95.32,86.22,66,56,9.44,broken clouds
644,Chagoda,RU,59.16,35.33,59.25,97,100,4.5,light rain
645,Diu,IN,20.71,70.98,82.51,83,100,20.29,moderate rain
646,Bamako,ML,12.65,-8.0,75.2,94,20,2.24,few clouds
647,Merauke,ID,-8.47,140.33,82.11,64,50,17.13,scattered clouds
648,Benoy,TD,8.98,16.32,69.94,97,100,5.7,moderate rain
649,Pushkinskiye Gory,RU,57.02,28.91,54.73,98,100,6.31,overcast clouds
650,Suna,RU,57.83,50.06,61.38,81,99,8.3,overcast clouds
651,Saint-Louis,SN,16.33,-15.0,84.2,70,81,2.24,broken clouds
652,Port Hawkesbury,CA,45.62,-61.35,63.0,72,1,6.93,clear sky
653,Wamba,NG,8.93,8.6,69.39,88,100,2.48,overcast clouds
654,Skagen,DK,57.72,10.58,60.01,71,95,24.0,overcast clouds
655,Tomatlan,MX,19.93,-105.25,78.17,93,100,2.28,light rain
656,Ust-Kulom,RU,61.69,53.69,58.28,89,100,3.4,light rain
657,Van,TR,38.49,43.38,59.0,62,20,4.7,few clouds
658,Oktyabrskiy,RU,54.48,53.47,60.55,82,24,3.09,few clouds
659,Mangit,UZ,40.6,70.96,84.2,25,0,2.24,clear sky
660,Asyut,EG,27.18,31.18,73.4,56,0,9.17,clear sky
661,Tavda,RU,58.04,65.27,57.33,71,0,8.37,clear sky
662,Kalmunai,LK,7.42,81.82,87.44,53,67,7.14,broken clouds
663,Namatanai,PG,-3.67,152.43,75.81,88,100,8.57,moderate rain
664,Mago,RU,53.25,140.18,69.93,40,100,4.88,overcast clouds
665,Berlin,DE,52.52,13.41,62.01,87,20,8.05,few clouds
666,Lorengau,PG,-2.02,147.27,75.85,87,100,6.67,moderate rain
667,Dudinka,RU,69.41,86.18,60.8,72,100,20.13,overcast clouds
668,Nelson Bay,AU,-32.72,152.15,63.0,36,0,13.87,clear sky
669,Bubaque,GW,11.28,-15.83,80.62,80,100,9.08,overcast clouds
670,Kumbo,CM,6.2,10.67,58.78,98,100,2.13,light rain
671,Cururupu,BR,-1.83,-44.87,75.09,93,59,4.36,broken clouds
672,Vila,PT,42.03,-8.16,57.0,89,0,4.52,clear sky
673,Parelhas,BR,-6.69,-36.66,69.78,65,46,16.04,scattered clouds
674,Caucaia,BR,-3.74,-38.65,79.0,69,75,12.75,broken clouds
675,Hof,DE,50.32,11.92,48.99,91,9,3.0,clear sky
676,Santa Luzia,BR,-19.77,-43.85,57.2,76,40,3.36,scattered clouds
677,Barsovo,RU,61.17,73.17,57.2,100,75,4.47,broken clouds
678,Iwanai,JP,42.97,140.51,82.85,51,33,2.39,scattered clouds
679,Laurel,US,39.1,-76.85,75.2,83,1,5.95,clear sky
680,Sorland,NO,67.67,12.69,50.0,81,40,8.05,scattered clouds
681,San Carlos De Bariloche,AR,-41.15,-71.31,39.2,80,90,2.24,overcast clouds
682,Gurupi,BR,-11.73,-49.07,80.74,40,38,4.88,scattered clouds
683,Huayucachi,PE,-12.13,-75.23,50.9,59,50,4.18,scattered clouds
684,Saint-Denis,FR,48.92,2.33,57.99,76,75,4.7,broken clouds
685,Los Llanos De Aridane,ES,28.66,-17.92,78.01,73,1,12.75,clear sky
686,Tibagi,BR,-24.51,-50.41,48.43,88,4,6.04,clear sky
687,Kumphawapi,TH,17.11,103.01,82.4,78,75,2.24,light rain
688,Birjand,IR,32.87,59.22,84.2,16,20,4.7,few clouds
689,Chifeng,CN,42.27,118.96,77.0,54,99,5.48,overcast clouds
690,Morant Bay,JM,17.88,-76.41,84.2,83,75,20.8,light intensity shower rain
691,Egvekinot,RU,66.32,-179.17,51.42,76,71,5.41,broken clouds
692,Vung Tau,VN,10.35,107.08,84.9,68,86,5.53,overcast clouds
693,Odesskoye,RU,54.21,72.97,60.3,74,81,8.25,broken clouds
694,Keelung,TW,25.13,121.74,96.8,56,75,10.29,broken clouds
695,Mozarlandia,BR,-14.74,-50.57,74.8,46,0,7.7,clear sky
696,Kieta,PG,-6.22,155.63,82.04,71,100,4.68,overcast clouds
697,Ushibuka,JP,32.19,130.02,86.41,65,18,3.31,few clouds
698,Sola,VU,-13.88,167.55,87.8,79,40,5.82,scattered clouds
699,Sitrah,BH,26.15,50.62,91.4,79,10,5.82,clear sky
700,Luderitz,NA,-26.65,15.16,54.81,75,0,11.52,clear sky
701,Albuquerque,US,35.08,-106.65,84.0,24,75,9.17,broken clouds
702,Tambacounda,SN,13.75,-13.76,80.6,88,20,2.24,few clouds
703,El Prat De Llobregat,ES,41.33,2.09,77.0,83,75,5.82,broken clouds
704,Yenagoa,NG,4.92,6.26,73.63,91,98,5.06,overcast clouds
