City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Nador,MA,2020-08-23 03:38:52,35.17,-2.93,77.0,50,10,8.05
305,San Ramon,US,2020-08-23 03:33:59,37.78,-121.98,81.0,36,90,11.41
306,Sijunjung,ID,2020-08-23 03:38:53,-0.69,100.95,87.08,59,99,2.53
307,Talcahuano,CL,2020-08-23 03:38:53,-36.72,-73.12,53.6,87,90,8.05
308,Antigonish,CA,2020-08-23 03:38:53,45.62,-62.0,60.01,94,16,4.59
309,Port Hardy,CA,2020-08-23 03:38:53,50.7,-127.42,55.4,93,75,2.66
310,Mosquera,CO,2020-08-23 03:38:54,4.71,-74.23,53.6,93,40,2.24
311,Edd,ER,2020-08-23 03:38:54,13.93,41.69,91.98,53,48,6.08
312,Arlit,NE,2020-08-23 03:38:54,18.74,7.39,91.02,39,75,11.3
313,Aquitania,CO,2020-08-23 03:38:54,5.52,-72.89,45.63,99,71,2.75
314,Clyde River,CA,2020-08-23 03:38:54,70.47,-68.59,44.51,87,61,7.65
315,Tatarsk,RU,2020-08-23 03:38:55,55.22,75.98,62.22,73,1,7.63
316,Lasa,IT,2020-08-23 03:38:55,46.62,10.7,55.99,100,5,3.36
317,Wewak,PG,2020-08-23 03:38:55,-3.55,143.63,84.38,66,26,6.2
318,Khovu-Aksy,RU,2020-08-23 03:38:56,51.13,93.6,62.53,50,55,2.28
319,Spas,UA,2020-08-23 03:38:56,48.89,24.06,59.0,93,0,2.77
320,Singarayakonda,IN,2020-08-23 03:38:56,15.25,80.03,87.03,63,100,11.48
321,Komsomolskiy,UZ,2020-08-23 03:38:56,40.43,71.72,80.6,30,0,4.7
322,Hobyo,SO,2020-08-23 03:38:56,5.35,48.53,76.84,77,64,21.68
323,Fort Nelson,CA,2020-08-23 03:38:57,58.81,-122.7,57.2,93,90,8.05
324,Galesong,ID,2020-08-23 03:38:57,-5.32,119.37,95.0,23,20,6.93
325,Chegdomyn,RU,2020-08-23 03:38:57,51.12,133.02,74.84,63,49,1.36
326,Fare,PF,2020-08-23 03:38:57,-16.7,-151.02,76.5,80,32,20.85
327,Bilma,NE,2020-08-23 03:38:57,18.69,12.92,90.03,40,58,7.16
328,Salto,UY,2020-08-23 03:34:42,-31.38,-57.97,48.99,60,0,5.99
329,Touros,BR,2020-08-23 03:38:58,-5.2,-35.46,73.4,94,40,4.7
330,Sinjai,ID,2020-08-23 03:37:15,-5.12,120.25,83.59,60,41,8.61
331,Khash,IR,2020-08-23 03:38:58,28.22,61.22,81.37,53,45,6.87
332,Vila,PT,2020-08-23 03:38:58,42.03,-8.16,55.99,91,0,3.76
333,Waingapu,ID,2020-08-23 03:38:59,-9.66,120.26,87.13,43,0,15.48
334,Kenai,US,2020-08-23 03:35:05,60.55,-151.26,69.8,72,1,13.87
335,Talara,PE,2020-08-23 03:38:59,-4.58,-81.27,61.32,88,67,11.99
336,Dongsheng,CN,2020-08-23 03:38:59,39.82,109.98,62.13,83,100,9.8
337,Odweyne,SO,2020-08-23 03:38:59,9.41,45.06,70.97,60,97,21.16
338,Teguldet,RU,2020-08-23 03:39:00,57.31,88.17,64.2,70,40,5.37
339,Tefe,BR,2020-08-23 03:39:00,-3.35,-64.71,69.67,66,0,2.01
340,Akyab,MM,2020-08-23 03:39:00,20.15,92.9,82.2,83,100,11.41
341,San Quintin,MX,2020-08-23 03:39:00,30.48,-115.95,75.09,73,1,2.51
342,Rio Claro,BR,2020-08-23 03:35:54,-22.41,-47.56,59.0,87,92,10.29
343,Vallenar,CL,2020-08-23 03:39:01,-28.57,-70.76,52.23,61,0,2.98
344,Baykit,RU,2020-08-23 03:39:01,61.67,96.37,61.92,79,100,1.7
345,Banjarmasin,ID,2020-08-23 03:36:51,-3.32,114.59,89.6,55,40,11.41
346,Hue,VN,2020-08-23 03:39:02,16.47,107.6,89.6,66,40,3.36
347,Agadez,NE,2020-08-23 03:39:03,19.75,10.25,89.89,39,100,11.74
348,Ferrol,ES,2020-08-23 03:39:03,43.48,-8.24,60.8,93,20,2.24
349,Sai Buri,TH,2020-08-23 03:39:03,6.7,101.62,87.8,66,20,5.82
350,Isangel,VU,2020-08-23 03:39:03,-19.55,169.27,86.0,66,20,9.17
351,Ponta Do Sol,PT,2020-08-23 03:39:04,32.67,-17.1,73.4,73,20,16.11
352,La Reforma,MX,2020-08-23 03:39:04,25.08,-108.05,87.01,77,88,5.99
353,Ovre Ardal,NO,2020-08-23 03:39:04,61.32,7.8,50.05,84,98,4.59
354,Hualmay,PE,2020-08-23 03:39:04,-11.1,-77.61,59.72,83,82,6.11
355,Monrovia,LR,2020-08-23 03:39:04,6.3,-10.8,75.2,94,75,9.17
356,Bensonville,LR,2020-08-23 03:39:05,6.45,-10.61,75.2,94,75,9.17
357,Lima,PE,2020-08-23 03:37:42,-12.04,-77.03,60.8,82,90,9.17
358,Ahipara,NZ,2020-08-23 03:39:05,-35.17,173.17,58.33,92,89,13.85
359,Rock Sound,BS,2020-08-23 03:39:05,24.9,-76.2,83.89,81,21,20.58
360,Minsk,BY,2020-08-23 03:34:32,53.9,27.57,59.0,87,86,8.95
361,Bowen,AU,2020-08-23 03:39:06,-20.02,148.23,75.2,29,61,13.87
362,Chapayeve,UA,2020-08-23 03:39:06,49.37,35.87,53.6,87,0,2.24
363,Barsovo,RU,2020-08-23 03:39:06,61.17,73.17,55.4,100,75,6.71
364,Hurghada,EG,2020-08-23 03:39:07,27.26,33.81,82.4,45,0,9.17
365,Mangai,CD,2020-08-23 03:39:07,-4.05,19.53,73.33,86,100,1.36
366,Mount Isa,AU,2020-08-23 03:39:07,-20.73,139.5,73.4,16,24,11.41
367,Synya,RU,2020-08-23 03:39:07,65.37,58.04,51.96,75,81,4.5
368,Casa Grande,US,2020-08-23 03:38:21,32.88,-111.76,97.0,39,1,6.93
369,Namatanai,PG,2020-08-23 03:39:08,-3.67,152.43,80.24,80,89,3.96
370,Esperance,AU,2020-08-23 03:39:08,-33.87,121.9,62.6,72,75,13.87
371,Klyuchi,RU,2020-08-23 03:39:09,52.27,79.17,63.59,62,82,9.73
372,Amroha,IN,2020-08-23 03:39:09,28.92,78.47,84.88,72,4,14.72
373,Paita,PE,2020-08-23 03:39:09,-5.09,-81.11,61.5,84,39,8.57
374,Talnakh,RU,2020-08-23 03:39:10,69.49,88.4,62.6,59,100,6.71
375,Ulaangom,MN,2020-08-23 03:39:10,49.98,92.07,64.15,50,98,7.36
376,Nalut,LY,2020-08-23 03:39:10,30.33,10.85,70.99,44,0,9.15
377,Along,IN,2020-08-23 03:39:10,28.17,94.77,88.56,58,73,1.74
378,Procida,IT,2020-08-23 03:39:11,40.76,14.01,73.99,83,0,2.24
379,Varnamo,SE,2020-08-23 03:39:11,57.19,14.04,57.0,95,6,8.57
380,Homer,US,2020-08-23 03:39:11,59.64,-151.55,62.6,63,1,11.41
381,Channel-Port Aux Basques,CA,2020-08-23 03:39:12,47.57,-59.14,59.2,78,2,7.36
382,Oriximina,BR,2020-08-23 03:39:12,-1.77,-55.87,83.53,48,87,2.37
383,Yerofey Pavlovich,RU,2020-08-23 03:39:12,53.97,121.97,69.13,37,99,8.55
384,Prince Rupert,CA,2020-08-23 03:38:01,54.32,-130.32,55.4,93,90,13.87
385,Naze,JP,2020-08-23 03:39:13,28.37,129.48,87.8,74,75,3.36
386,Poum,NC,2020-08-23 03:39:13,-20.23,164.02,72.97,73,86,14.56
387,Berdigestyakh,RU,2020-08-23 03:39:13,62.1,126.7,62.78,35,0,3.31
388,Mitu,CO,2020-08-23 03:38:20,1.2,-70.17,68.13,94,71,2.55
389,Alofi,NU,2020-08-23 03:39:14,-19.06,-169.92,78.8,78,32,17.22
390,Kedrovka,RU,2020-08-23 03:39:14,55.53,86.05,60.8,72,100,6.71
391,Mayya,RU,2020-08-23 03:39:14,61.73,130.28,59.0,38,0,4.47
392,Road Town,VG,2020-08-23 03:39:14,18.42,-64.62,82.99,89,100,15.01
393,Grand Gaube,MU,2020-08-23 03:39:15,-20.01,57.66,69.01,80,69,8.01
394,Bairiki,KI,2020-08-23 03:38:21,1.33,172.98,87.8,66,40,11.41
395,Bridgend,GB,2020-08-23 03:39:15,51.51,-3.58,60.8,93,89,12.75
396,Bambanglipuro,ID,2020-08-23 03:39:16,-7.95,110.28,85.08,62,25,14.56
397,Ferme-Neuve,CA,2020-08-23 03:39:16,46.7,-75.45,59.7,92,91,2.04
398,Nagato,JP,2020-08-23 03:39:16,34.38,131.2,78.8,94,75,1.12
399,Oum Hadjer,TD,2020-08-23 03:39:17,13.3,19.7,73.62,94,100,12.19
400,Eston,CA,2020-08-23 03:39:17,51.15,-108.75,61.0,58,20,8.05
401,Pacific Grove,US,2020-08-23 03:39:17,36.62,-121.92,68.0,72,1,2.95
402,Bac Lieu,VN,2020-08-23 03:38:28,9.29,105.72,88.52,61,100,9.71
403,Vardo,NO,2020-08-23 03:39:17,70.37,31.11,56.21,88,48,17.47
404,Nuuk,GL,2020-08-23 03:39:18,64.18,-51.72,39.2,100,47,3.36
405,Lazaro Cardenas,MX,2020-08-23 03:39:18,17.96,-102.2,79.93,86,5,2.37
406,Vanimo,PG,2020-08-23 03:39:18,-2.67,141.3,87.13,58,19,6.02
407,Khani,GE,2020-08-23 03:39:18,41.96,42.96,64.4,100,90,5.82
408,Santa Isabel Do Rio Negro,BR,2020-08-23 03:39:19,-0.41,-65.02,72.41,81,28,1.83
409,Westport,US,2020-08-23 03:39:19,41.14,-73.36,78.8,78,1,5.82
410,Pauini,BR,2020-08-23 03:39:19,-7.71,-66.98,64.17,57,0,2.82
411,Krabi,TH,2020-08-23 03:39:20,8.07,98.91,89.6,66,75,2.24
412,Margate,GB,2020-08-23 03:39:20,51.38,1.39,61.0,80,14,1.99
413,Girne,CY,2020-08-23 03:39:20,35.34,33.32,77.0,61,0,10.29
414,Faya,SA,2020-08-23 03:39:20,18.39,42.45,66.2,68,36,1.66
415,Tayu,ID,2020-08-23 03:39:20,-6.54,111.05,87.31,55,0,8.66
416,Henties Bay,NA,2020-08-23 03:39:21,-22.12,14.28,62.01,66,0,6.89
417,Caianu Mic,RO,2020-08-23 03:39:21,47.23,24.15,62.6,100,0,3.36
418,Erdaojiang,CN,2020-08-23 03:39:21,41.78,126.03,74.57,74,85,6.35
419,Klaksvik,FO,2020-08-23 03:39:21,62.23,-6.59,46.4,75,93,16.11
420,Loviisa,FI,2020-08-23 03:39:21,60.46,26.23,64.0,96,100,11.23
421,Khor,RU,2020-08-23 03:39:22,47.89,134.95,74.39,66,55,9.26
422,Amuntai,ID,2020-08-23 03:39:22,-2.42,115.25,96.75,40,4,2.53
423,Cabra,ES,2020-08-23 03:39:22,37.47,-4.44,73.99,45,0,2.44
424,Hanyang,CN,2020-08-23 03:39:23,32.14,105.51,77.0,93,100,0.87
425,Nabire,ID,2020-08-23 03:39:23,-3.37,135.48,81.77,77,59,1.48
426,Mao,ES,2020-08-23 03:39:23,39.89,4.27,77.0,69,0,16.11
427,Lascahobas,HT,2020-08-23 03:39:23,18.83,-71.94,86.0,79,40,3.36
428,Kendari,ID,2020-08-23 03:35:10,-3.94,122.5,84.2,60,41,6.89
429,Miraflores,MX,2020-08-23 03:39:24,19.22,-98.81,66.2,55,5,13.87
430,Acapulco,MX,2020-08-23 03:37:42,16.86,-99.89,79.57,83,100,5.14
431,Namibe,AO,2020-08-23 03:39:24,-15.2,12.15,61.95,88,2,5.08
432,Kitzbuhel,AT,2020-08-23 03:39:24,47.45,12.39,62.01,100,75,5.82
433,Rognan,NO,2020-08-23 03:39:25,67.1,15.39,57.99,96,91,2.53
434,Kloulklubed,PW,2020-08-23 03:39:25,7.04,134.26,86.0,66,75,9.17
435,Dymer,UA,2020-08-23 03:39:25,50.79,30.3,62.01,100,0,4.65
436,Chapais,CA,2020-08-23 03:39:25,49.78,-74.85,55.4,87,40,4.7
437,Cap-Aux-Meules,CA,2020-08-23 03:39:26,47.38,-61.86,57.2,82,5,3.36
438,Xai-Xai,MZ,2020-08-23 03:39:26,-25.05,33.64,56.8,93,3,6.6
439,Surt,LY,2020-08-23 03:39:27,31.21,16.59,77.13,71,0,6.87
440,Paracin,RS,2020-08-23 03:39:27,43.86,21.41,62.6,100,90,1.88
441,Dakar,SN,2020-08-23 03:35:24,14.69,-17.44,82.4,78,20,6.93
442,Vilyuysk,RU,2020-08-23 03:39:28,63.76,121.62,58.69,38,0,6.89
443,Waw,SS,2020-08-23 03:39:28,7.7,28.0,69.67,96,20,2.8
444,Jasper,US,2020-08-23 03:37:31,37.2,-94.35,73.4,69,1,3.36
445,Sao Jose Da Coroa Grande,BR,2020-08-23 03:39:29,-8.9,-35.15,73.6,83,2,7.9
446,Codrington,AU,2020-08-23 03:39:29,-38.27,141.97,49.91,71,92,16.91
447,Sulangan,PH,2020-08-23 03:39:29,11.14,123.72,84.38,70,100,3.44
448,Samarai,PG,2020-08-23 03:39:29,-10.62,150.67,77.31,72,45,13.44
449,Zatoka,UA,2020-08-23 03:39:30,46.07,30.47,64.4,77,0,12.55
450,Jizan,SA,2020-08-23 03:39:30,17.33,42.67,86.0,70,20,4.7
451,Inverell,AU,2020-08-23 03:39:30,-29.78,151.12,55.0,47,3,11.01
452,Asau,RO,2020-08-23 03:39:30,46.43,26.4,57.0,98,0,1.97
453,Kodiak,US,2020-08-23 03:39:31,57.79,-152.41,60.8,72,20,6.73
454,Dzilam Gonzalez,MX,2020-08-23 03:39:31,21.28,-88.93,77.4,90,6,0.76
455,Pangody,RU,2020-08-23 03:39:31,65.85,74.49,61.61,69,44,13.11
456,Saint-Pierre,RE,2020-08-23 03:39:32,-21.34,55.48,64.4,55,0,6.93
457,Savannah Bight,HN,2020-08-23 03:39:32,16.45,-85.85,84.76,79,51,14.41
458,Launceston,AU,2020-08-23 03:39:32,-41.45,147.17,57.0,66,90,11.41
459,Basco,PH,2020-08-23 03:39:32,20.45,121.97,84.02,78,100,26.19
460,Kashan,IR,2020-08-23 03:39:33,33.98,51.44,78.8,12,0,4.7
461,Guerrero Negro,MX,2020-08-23 03:37:21,27.98,-114.06,75.38,76,28,12.62
462,Antofagasta,CL,2020-08-23 03:39:33,-23.65,-70.4,55.4,76,90,4.7
463,Hambantota,LK,2020-08-23 03:39:33,6.12,81.12,86.0,79,40,12.75
464,Coihaique,CL,2020-08-23 03:39:34,-45.58,-72.07,46.4,65,100,5.82
465,Alberton,CA,2020-08-23 03:39:34,46.82,-64.07,59.54,71,31,2.98
466,Moba,CN,2020-08-23 03:39:34,33.23,105.02,68.11,85,100,3.27
467,Nova Prata,BR,2020-08-23 03:39:34,-28.78,-51.61,38.5,98,0,2.77
468,Ancud,CL,2020-08-23 03:39:35,-41.87,-73.82,46.99,100,75,10.29
469,Maymyo,MM,2020-08-23 03:39:35,22.03,96.47,82.4,88,75,5.82
470,Inongo,CD,2020-08-23 03:39:35,-1.95,18.27,67.82,92,100,3.44
471,Kuching,MY,2020-08-23 03:38:42,1.55,110.33,80.6,83,20,3.36
472,Khandyga,RU,2020-08-23 03:39:36,62.67,135.6,59.05,35,0,6.49
473,Flinders,AU,2020-08-23 03:39:31,-34.58,150.86,61.0,46,5,11.99
474,Shingu,JP,2020-08-23 03:39:36,33.73,135.98,87.8,62,75,6.93
475,Nelson Bay,AU,2020-08-23 03:39:37,-32.72,152.15,62.6,39,0,28.86
476,Meulaboh,ID,2020-08-23 03:39:37,4.14,96.13,83.64,64,56,3.38
477,Marzuq,YE,2020-08-23 03:39:37,14.4,46.47,79.83,50,74,7.67
478,Aguas Formosas,BR,2020-08-23 03:39:38,-17.08,-40.94,63.73,88,94,4.85
479,Kuryk,KZ,2020-08-23 03:39:38,43.2,51.65,70.34,49,25,16.55
480,Progreso,MX,2020-08-23 03:39:38,21.28,-89.67,81.0,86,0,6.15
481,Akdagmadeni,TR,2020-08-23 03:39:38,39.66,35.88,52.72,76,0,1.63
482,Jackson,US,2020-08-23 03:37:01,42.42,-122.83,84.2,32,1,6.93
483,Laureles,US,2020-08-23 03:39:39,26.11,-97.49,84.99,74,1,10.29
484,Khandbari,NP,2020-08-23 03:39:39,27.37,87.2,82.9,59,3,2.57
485,Nikel,RU,2020-08-23 03:39:40,69.41,30.22,59.0,87,56,23.04
486,Kieta,PG,2020-08-23 03:39:40,-6.22,155.63,80.83,82,100,9.35
487,Yushan,CN,2020-08-23 03:39:40,31.38,120.95,93.2,52,75,8.95
488,Tikhvin,RU,2020-08-23 03:39:40,59.65,33.53,61.63,72,94,11.14
489,San Jose,US,2020-08-23 03:36:26,37.34,-121.89,77.0,50,75,10.29
490,Okhotsk,RU,2020-08-23 03:39:41,59.38,143.3,55.44,52,95,5.82
491,Kruisfontein,ZA,2020-08-23 03:39:22,-34.0,24.73,48.7,92,0,6.26
492,Aykhal,RU,2020-08-23 03:39:42,66.0,111.5,57.2,47,0,2.24
493,Eyl,SO,2020-08-23 03:39:42,7.98,49.82,78.62,60,70,27.63
494,Aksarka,RU,2020-08-23 03:39:42,66.56,67.8,52.84,85,78,16.06
495,Gazojak,TM,2020-08-23 03:39:43,41.19,61.4,87.08,13,24,15.26
496,Lazarev,RU,2020-08-23 03:39:43,52.23,141.51,57.65,79,20,16.75
497,Luganville,VU,2020-08-23 03:39:43,-15.53,167.17,82.4,74,75,3.36
498,Ossora,RU,2020-08-23 03:39:43,59.24,163.07,56.89,63,99,4.47
499,Shupiyan,IN,2020-08-23 03:39:44,33.72,74.83,69.78,64,1,4.03
500,Mezen,RU,2020-08-23 03:39:44,65.85,44.24,60.22,81,0,6.13
501,Lorengau,PG,2020-08-23 03:39:44,-2.02,147.27,83.59,73,8,0.54
502,Altay,CN,2020-08-23 03:39:44,47.87,88.12,67.8,34,99,6.69
503,Soyo,AO,2020-08-23 03:39:45,-6.13,12.37,73.02,89,33,5.01
504,Venado Tuerto,AR,2020-08-23 03:39:45,-33.75,-61.97,46.0,49,0,8.99
505,Ofunato,JP,2020-08-23 03:39:45,39.07,141.72,80.6,74,75,5.82
506,Zhangjiakou,CN,2020-08-23 03:39:45,40.81,114.88,66.38,82,100,0.6
507,Urucara,BR,2020-08-23 03:39:46,-2.54,-57.76,78.51,50,38,3.06
508,Manjacaze,MZ,2020-08-23 03:39:46,-24.71,33.88,54.79,96,0,4.76
509,Kyrnasivka,UA,2020-08-23 03:39:47,48.6,28.98,54.0,91,0,4.16
510,Nieuw Amsterdam,SR,2020-08-23 03:39:47,5.88,-55.08,78.8,94,12,4.7
511,Virginia Beach,US,2020-08-23 03:39:47,36.85,-75.98,79.0,88,75,4.47
512,Bull Savanna,JM,2020-08-23 03:39:47,17.89,-77.59,78.51,82,8,2.66
513,Teluknaga,ID,2020-08-23 03:39:48,-6.1,106.64,95.0,55,20,10.29
514,Arroio Dos Ratos,BR,2020-08-23 03:39:48,-30.08,-51.73,53.01,71,0,8.05
515,Luwuk,ID,2020-08-23 03:39:48,-0.95,122.79,86.09,53,1,8.34
516,Sioux Lookout,CA,2020-08-23 03:37:07,50.1,-91.92,66.2,93,75,3.36
517,Maba,CN,2020-08-23 03:39:48,24.68,113.6,92.3,59,73,2.95
518,Santa Rosa,PH,2020-08-23 03:39:49,14.31,121.11,90.0,66,100,10.29
519,Berlevag,NO,2020-08-23 03:39:49,70.86,29.09,59.13,83,48,19.15
520,Camapua,BR,2020-08-23 03:39:49,-19.53,-54.04,62.92,50,91,11.61
521,Gornopravdinsk,RU,2020-08-23 03:39:49,60.05,69.9,55.15,86,79,8.19
522,Xapuri,BR,2020-08-23 03:39:50,-10.65,-68.5,58.55,64,21,4.09
523,Gerash,IR,2020-08-23 03:39:50,27.67,54.14,82.4,69,48,11.41
524,Myatlevo,RU,2020-08-23 03:39:50,54.9,35.68,48.2,100,38,2.91
525,Kushmurun,KZ,2020-08-23 03:39:50,52.45,64.63,59.16,76,1,4.41
526,Bonavista,CA,2020-08-23 03:39:50,48.65,-53.11,57.99,84,38,8.99
527,Pandaria,IN,2020-08-23 03:39:51,22.23,81.42,80.1,80,100,3.49
528,Sangar,RU,2020-08-23 03:39:51,63.92,127.47,59.56,41,5,2.21
529,Mareeba,AU,2020-08-23 03:39:51,-17.0,145.43,82.0,27,74,4.0
530,Olinda,BR,2020-08-23 03:39:51,-8.01,-34.86,78.8,74,75,9.17
531,Lagdo,CM,2020-08-23 03:39:52,9.05,13.73,71.49,99,100,2.91
532,Bathsheba,BB,2020-08-23 03:39:52,13.22,-59.52,80.6,88,40,9.17
533,Vitim,RU,2020-08-23 03:39:52,59.45,112.56,71.26,43,100,11.16
534,Huarmey,PE,2020-08-23 03:39:52,-10.07,-78.15,60.26,84,60,4.74
535,Kardla,EE,2020-08-23 03:39:52,59.0,22.75,66.99,91,22,8.01
536,Govindgarh,IN,2020-08-23 03:39:53,27.5,76.98,82.85,73,27,16.17
537,Metairie,US,2020-08-23 03:37:24,29.98,-90.15,84.0,69,1,10.29
538,Sistranda,NO,2020-08-23 03:39:53,63.73,8.83,53.6,87,75,25.28
539,Rambouillet,FR,2020-08-23 03:39:53,48.58,1.92,59.0,94,19,7.67
540,Quchan,IR,2020-08-23 03:39:54,37.11,58.51,71.65,50,0,7.54
541,Manga,BF,2020-08-23 03:39:54,11.66,-1.07,71.87,94,99,7.23
542,Dolores,AR,2020-08-23 03:39:54,-36.31,-57.68,45.09,82,0,9.31
543,Ucluelet,CA,2020-08-23 03:36:17,48.93,-125.55,61.0,84,53,7.83
544,Chanika,TZ,2020-08-23 03:39:55,-5.42,38.02,63.03,92,98,2.98
545,Baherden,TM,2020-08-23 03:39:55,38.44,57.43,84.09,45,1,6.73
546,Bontang,ID,2020-08-23 03:35:06,0.13,117.5,85.33,71,67,8.03
547,Hammerfest,NO,2020-08-23 03:39:55,70.66,23.68,59.0,93,99,9.17
548,Georgiyevka,KZ,2020-08-23 03:39:55,43.04,74.71,73.4,35,3,4.47
549,Pine Bluff,US,2020-08-23 03:39:56,34.23,-92.0,71.6,83,1,6.73
550,Viedma,AR,2020-08-23 03:36:23,-40.81,-63.0,53.01,38,0,5.01
551,San Luis,AR,2020-08-23 03:38:30,-33.3,-66.34,47.86,44,0,9.91
552,Zhigansk,RU,2020-08-23 03:39:56,66.77,123.37,50.52,54,67,20.29
553,Langham,CA,2020-08-23 03:39:57,52.37,-106.97,66.2,55,20,13.87
554,Umm Lajj,SA,2020-08-23 03:39:57,25.02,37.27,83.26,55,0,4.36
555,Katsuura,JP,2020-08-23 03:39:57,35.13,140.3,81.0,83,75,5.82
556,Kingswood,GB,2020-08-23 03:39:57,51.45,-2.51,60.01,93,68,12.75
557,Gamba,GA,2020-08-23 03:39:58,-2.65,10.0,72.27,88,72,5.93
558,Ambanja,MG,2020-08-23 03:39:58,-13.68,48.45,64.4,83,40,2.24
559,Bria,CF,2020-08-23 03:39:58,6.54,21.99,68.25,97,100,2.1
560,Urengoy,RU,2020-08-23 03:39:58,65.97,78.37,62.06,65,46,10.65
561,Riviere-Au-Renard,CA,2020-08-23 03:39:58,49.0,-64.4,50.0,87,5,6.51
562,Solnechnyy,RU,2020-08-23 03:39:59,50.72,136.63,66.42,80,83,1.7
563,Stromness,GB,2020-08-23 03:39:59,58.97,-3.3,53.6,87,70,10.29
564,Sembakung,ID,2020-08-23 03:39:59,3.82,117.25,93.24,52,87,1.45
565,Walvis Bay,NA,2020-08-23 03:39:59,-22.96,14.51,62.01,66,0,3.8
566,Broken Hill,AU,2020-08-23 03:39:59,-31.95,141.43,51.8,40,75,13.87
567,Kawalu,ID,2020-08-23 03:40:00,-7.38,108.21,85.66,55,31,5.55
568,Chernyshevskiy,RU,2020-08-23 03:40:00,63.01,112.47,64.13,40,35,6.78
569,Mocuba,MZ,2020-08-23 03:40:00,-16.84,36.99,61.92,90,63,3.83
570,Yanam,IN,2020-08-23 03:40:00,16.73,82.22,82.4,83,75,12.75
571,Dolny Kubin,SK,2020-08-23 03:40:01,49.21,19.3,66.2,93,75,6.93
572,Boundiali,CI,2020-08-23 03:40:01,9.52,-6.49,68.23,97,78,1.92
573,Ostrovnoy,RU,2020-08-23 03:40:01,68.05,39.51,60.53,72,63,16.98
574,Zyryanka,RU,2020-08-23 03:40:01,65.75,150.85,42.46,66,100,12.97
575,Esqueda,MX,2020-08-23 03:40:02,30.72,-109.58,81.16,43,15,3.27
576,Ambon,ID,2020-08-23 03:37:53,-3.7,128.18,80.83,74,44,15.43
577,Murud,IN,2020-08-23 03:40:02,18.33,72.97,82.06,82,100,15.5
578,Lithakia,GR,2020-08-23 03:40:02,37.72,20.83,73.4,64,0,4.94
579,Hede,CN,2020-08-23 03:40:03,33.77,120.25,87.26,69,0,7.0
580,Redmond,US,2020-08-23 03:39:50,47.67,-122.12,64.99,64,15,4.76
581,Lerwick,GB,2020-08-23 03:40:03,60.15,-1.15,53.6,93,98,12.75
582,Nishihara,JP,2020-08-23 03:40:03,26.18,127.76,86.0,74,90,16.11
583,The Valley,AI,2020-08-23 03:35:12,18.22,-63.06,82.4,83,20,16.11
584,Novoraychikhinsk,RU,2020-08-23 03:40:04,49.78,129.59,71.85,62,100,4.09
